2017-12-23 22:42:50.032 ,9128283L2,99-057,0-00+,
2017-12-23 22:42:50.331 ,9128283L2,99-095,0-003,
2017-12-23 22:42:50.634 ,9128283L2,99-136,0-003,
2017-12-23 22:42:50.934 ,9128283L2,99-181,0-002,
2017-12-23 22:42:51.235 ,9128283L2,99-223,0-003,
2017-12-23 22:42:51.544 ,9128283L2,99-261,0-003,
2017-12-23 22:42:51.843 ,9128283L2,99-30+,0-00+,
2017-12-23 22:42:52.143 ,9128283L2,100-02+,0-002,
2017-12-23 22:42:52.446 ,9128283L2,100-067,0-00+,
2017-12-23 22:42:52.752 ,9128283L2,100-105,0-00+,
2017-12-23 22:42:53.054 ,9128283L2,100-143,0-003,
2017-12-23 22:42:53.360 ,9128283L2,100-186,0-00+,
2017-12-23 22:42:53.661 ,9128283L2,100-226,0-002,
2017-12-23 22:42:53.963 ,9128283L2,100-271,0-00+,
2017-12-23 22:42:54.270 ,9128283L2,100-312,0-003,
2017-12-23 22:42:54.576 ,9128283L2,100-281,0-002,
2017-12-23 22:42:54.877 ,9128283L2,100-240,0-00+,
2017-12-23 22:42:55.178 ,9128283L2,100-200,0-002,
2017-12-23 22:42:55.480 ,9128283L2,100-163,0-00+,
2017-12-23 22:42:55.787 ,9128283L2,100-13+,0-00+,
2017-12-23 22:42:56.089 ,9128283L2,100-09+,0-003,
2017-12-23 22:42:56.389 ,9128283L2,100-052,0-00+,
2017-12-23 22:42:56.697 ,9128283L2,100-012,0-002,
2017-12-23 22:42:57.000 ,9128283L2,99-290,0-00+,
2017-12-23 22:42:57.306 ,9128283L2,99-250,0-003,
2017-12-23 22:42:57.611 ,9128283L2,99-205,0-00+,
2017-12-23 22:42:57.911 ,9128283L2,99-163,0-003,
2017-12-23 22:42:58.216 ,9128283L2,99-122,0-003,
2017-12-23 22:42:58.523 ,9128283L2,99-077,0-00+,
2017-12-23 22:42:58.824 ,9128283L2,99-035,0-003,
2017-12-23 22:42:59.131 ,912828M80,99-005,0-003,
2017-12-23 22:42:59.433 ,912828M80,99-046,0-003,
2017-12-23 22:42:59.736 ,912828M80,99-090,0-002,
2017-12-23 22:43:00.037 ,912828M80,99-133,0-00+,
2017-12-23 22:43:00.339 ,912828M80,99-171,0-003,
2017-12-23 22:43:00.639 ,912828M80,99-207,0-003,
2017-12-23 22:43:00.944 ,912828M80,99-253,0-00+,
2017-12-23 22:43:01.250 ,912828M80,99-296,0-00+,
2017-12-23 22:43:01.550 ,912828M80,100-016,0-002,
2017-12-23 22:43:01.851 ,912828M80,100-061,0-003,
2017-12-23 22:43:02.153 ,912828M80,100-10+,0-00+,
2017-12-23 22:43:02.459 ,912828M80,100-146,0-003,
2017-12-23 22:43:02.760 ,912828M80,100-187,0-00+,
2017-12-23 22:43:03.061 ,912828M80,100-230,0-003,
2017-12-23 22:43:03.362 ,912828M80,100-272,0-002,
2017-12-23 22:43:03.664 ,912828M80,100-315,0-00+,
2017-12-23 22:43:03.968 ,912828M80,100-281,0-002,
2017-12-23 22:43:04.268 ,912828M80,100-236,0-003,
2017-12-23 22:43:04.575 ,912828M80,100-19+,0-00+,
2017-12-23 22:43:04.876 ,912828M80,100-155,0-00+,
2017-12-23 22:43:05.178 ,912828M80,100-115,0-002,
2017-12-23 22:43:05.483 ,912828M80,100-072,0-002,
2017-12-23 22:43:05.786 ,912828M80,100-027,0-00+,
2017-12-23 22:43:06.088 ,912828M80,99-310,0-002,
2017-12-23 22:43:06.390 ,912828M80,99-26+,0-003,
2017-12-23 22:43:06.694 ,912828M80,99-222,0-00+,
2017-12-23 22:43:06.996 ,912828M80,99-177,0-003,
2017-12-23 22:43:07.301 ,912828M80,99-137,0-00+,
2017-12-23 22:43:07.607 ,912828M80,99-09+,0-00+,
2017-12-23 22:43:07.909 ,912828M80,99-053,0-002,
2017-12-23 22:43:08.213 ,912828M80,99-012,0-00+,
2017-12-23 22:43:08.515 ,9128283J7,99-030,0-002,
2017-12-23 22:43:08.815 ,9128283J7,99-072,0-00+,
2017-12-23 22:43:09.120 ,9128283J7,99-113,0-002,
2017-12-23 22:43:09.423 ,9128283J7,99-155,0-00+,
2017-12-23 22:43:09.726 ,9128283J7,99-200,0-00+,
2017-12-23 22:43:10.027 ,9128283J7,99-242,0-003,
2017-12-23 22:43:10.331 ,9128283J7,99-285,0-002,
2017-12-23 22:43:10.634 ,9128283J7,100-006,0-00+,
2017-12-23 22:43:10.934 ,9128283J7,100-046,0-002,
2017-12-23 22:43:11.237 ,9128283J7,100-090,0-00+,
2017-12-23 22:43:11.545 ,9128283J7,100-130,0-002,
2017-12-23 22:43:11.844 ,9128283J7,100-172,0-00+,
2017-12-23 22:43:12.153 ,9128283J7,100-217,0-00+,
2017-12-23 22:43:12.458 ,9128283J7,100-257,0-002,
2017-12-23 22:43:12.765 ,9128283J7,100-300,0-00+,
2017-12-23 22:43:13.070 ,9128283J7,100-291,0-00+,
2017-12-23 22:43:13.375 ,9128283J7,100-247,0-003,
2017-12-23 22:43:13.686 ,9128283J7,100-206,0-002,
2017-12-23 22:43:13.989 ,9128283J7,100-165,0-003,
2017-12-23 22:43:14.295 ,9128283J7,100-126,0-00+,
2017-12-23 22:43:14.600 ,9128283J7,100-083,0-003,
2017-12-23 22:43:14.906 ,9128283J7,100-042,0-003,
2017-12-23 22:43:15.206 ,9128283J7,100-000,0-00+,
2017-12-23 22:43:15.509 ,9128283J7,99-275,0-003,
2017-12-23 22:43:15.814 ,9128283J7,99-23+,0-002,
2017-12-23 22:43:16.122 ,9128283J7,99-191,0-00+,
2017-12-23 22:43:16.425 ,9128283J7,99-146,0-00+,
2017-12-23 22:43:16.730 ,9128283J7,99-105,0-002,
2017-12-23 22:43:17.030 ,9128283J7,99-06+,0-00+,
2017-12-23 22:43:17.337 ,9128283J7,99-02+,0-003,
2017-12-23 22:43:17.639 ,9128283F5,99-020,0-00+,
2017-12-23 22:43:17.945 ,9128283F5,99-062,0-003,
2017-12-23 22:43:18.247 ,9128283F5,99-103,0-003,
2017-12-23 22:43:18.547 ,9128283F5,99-147,0-00+,
2017-12-23 22:43:18.848 ,9128283F5,99-187,0-002,
2017-12-23 22:43:19.155 ,9128283F5,99-233,0-002,
2017-12-23 22:43:19.456 ,9128283F5,99-27+,0-00+,
2017-12-23 22:43:19.763 ,9128283F5,99-316,0-003,
2017-12-23 22:43:20.065 ,9128283F5,100-041,0-002,
2017-12-23 22:43:20.366 ,9128283F5,100-083,0-00+,
2017-12-23 22:43:20.666 ,9128283F5,100-123,0-002,
2017-12-23 22:43:20.966 ,9128283F5,100-165,0-00+,
2017-12-23 22:43:21.271 ,9128283F5,100-210,0-00+,
2017-12-23 22:43:21.573 ,9128283F5,100-250,0-002,
2017-12-23 22:43:21.875 ,9128283F5,100-293,0-00+,
2017-12-23 22:43:22.174 ,9128283F5,100-300,0-00+,
2017-12-23 22:43:22.482 ,9128283F5,100-260,0-002,
2017-12-23 22:43:22.785 ,9128283F5,100-217,0-003,
2017-12-23 22:43:23.087 ,9128283F5,100-180,0-00+,
2017-12-23 22:43:23.386 ,9128283F5,100-140,0-003,
2017-12-23 22:43:23.692 ,9128283F5,100-101,0-002,
2017-12-23 22:43:23.996 ,9128283F5,100-060,0-00+,
2017-12-23 22:43:24.299 ,9128283F5,100-017,0-002,
2017-12-23 22:43:24.603 ,9128283F5,99-29+,0-002,
2017-12-23 22:43:24.907 ,9128283F5,99-255,0-002,
2017-12-23 22:43:25.213 ,9128283F5,99-212,0-002,
2017-12-23 22:43:25.519 ,9128283F5,99-173,0-002,
2017-12-23 22:43:25.822 ,9128283F5,99-132,0-00+,
2017-12-23 22:43:26.125 ,9128283F5,99-093,0-00+,
2017-12-23 22:43:26.432 ,9128283F5,99-050,0-00+,
2017-12-23 22:43:26.736 ,9128283F5,99-005,0-003,
2017-12-23 22:43:27.045 ,912810RZ3,99-035,0-00+,
2017-12-23 22:43:27.352 ,912810RZ3,99-076,0-003,
2017-12-23 22:43:27.656 ,912810RZ3,99-117,0-003,
2017-12-23 22:43:27.957 ,912810RZ3,99-157,0-002,
2017-12-23 22:43:28.264 ,912810RZ3,99-201,0-00+,
2017-12-23 22:43:28.566 ,912810RZ3,99-24+,0-00+,
2017-12-23 22:43:28.872 ,912810RZ3,99-286,0-003,
2017-12-23 22:43:29.175 ,912810RZ3,100-023,0-003,
2017-12-23 22:43:29.474 ,912810RZ3,100-085,0-002,
2017-12-23 22:43:29.777 ,912810RZ3,100-153,0-002,
2017-12-23 22:43:30.080 ,912810RZ3,100-222,0-003,
2017-12-23 22:43:30.381 ,912810RZ3,100-287,0-002,
2017-12-23 22:43:30.680 ,912810RZ3,100-282,0-002,
2017-12-23 22:43:30.980 ,912810RZ3,100-215,0-00+,
2017-12-23 22:43:31.282 ,912810RZ3,100-151,0-003,
2017-12-23 22:43:31.588 ,912810RZ3,100-086,0-003,
2017-12-23 22:43:31.890 ,912810RZ3,100-022,0-00+,
2017-12-23 22:43:32.194 ,912810RZ3,99-273,0-00+,
2017-12-23 22:43:32.498 ,912810RZ3,99-205,0-00+,
2017-12-23 22:43:32.801 ,912810RZ3,99-143,0-002,
2017-12-23 22:43:33.102 ,912810RZ3,99-075,0-002,
2017-12-23 22:43:33.402 ,912810RZ3,99-007,0-002,
2024-12-20 22:41:54.894 ,9128283H1,99-001,0-002,
2024-12-20 22:41:55.193 ,9128283H1,100-221,0-002,
2024-12-20 22:41:55.493 ,9128283L2,99-262,0-002,
2024-12-20 22:41:55.793 ,9128283L2,99-081,0-003,
2024-12-20 22:41:56.093 ,912828M80,100-163,0-00+,
2024-12-20 22:41:56.393 ,9128283J7,100-050,0-003,
2024-12-20 22:41:56.693 ,9128283J7,99-016,0-002,
2024-12-20 22:41:56.993 ,9128283F5,100-102,0-003,
2024-12-20 22:41:57.293 ,912810RZ3,100-042,0-003,
2024-12-20 22:41:57.593 ,912810RZ3,99-061,0-002,
2024-12-20 23:32:49.300 ,9128283H1,100-187,0-003,
2024-12-20 23:32:49.600 ,9128283L2,99-190,0-003,
2024-12-20 23:32:49.900 ,9128283L2,100-026,0-003,
2024-12-20 23:32:50.200 ,912828M80,100-206,0-003,
2024-12-20 23:32:50.500 ,9128283J7,99-097,0-002,
2024-12-20 23:32:50.800 ,9128283J7,100-042,0-003,
2024-12-20 23:32:51.100 ,9128283F5,100-235,0-002,
2024-12-20 23:32:51.400 ,912810RZ3,99-146,0-00+,
2024-12-20 23:32:51.700 ,912810RZ3,99-222,0-00+,
2024-12-20 23:33:33.413 ,9128283H1,99-001,0-002,
2024-12-20 23:33:33.713 ,9128283H1,100-235,0-002,
2024-12-20 23:33:34.013 ,9128283L2,99-111,0-00+,
2024-12-20 23:33:34.313 ,9128283L2,100-061,0-003,
2024-12-20 23:33:34.613 ,912828M80,100-123,0-002,
2024-12-20 23:33:34.913 ,9128283J7,99-045,0-002,
2024-12-20 23:33:35.213 ,9128283J7,100-037,0-003,
2024-12-20 23:33:35.513 ,9128283F5,100-263,0-00+,
2024-12-20 23:33:35.813 ,912810RZ3,99-267,0-003,
2024-12-20 23:33:36.113 ,912810RZ3,99-171,0-003,
2024-12-20 23:37:20.854 ,9128283H1,99-001,0-002,
2024-12-20 23:37:21.154 ,9128283H1,100-235,0-002,
2024-12-20 23:37:21.454 ,9128283L2,99-225,0-002,
2024-12-20 23:37:21.754 ,9128283L2,99-153,0-00+,
2024-12-20 23:37:22.054 ,912828M80,100-315,0-00+,
2024-12-20 23:37:22.354 ,9128283J7,99-133,0-00+,
2024-12-20 23:37:22.654 ,9128283J7,100-083,0-003,
2024-12-20 23:37:22.954 ,9128283F5,100-130,0-002,
2024-12-20 23:37:23.254 ,912810RZ3,99-057,0-003,
2024-12-20 23:37:23.554 ,912810RZ3,99-29+,0-002,
2024-12-20 23:52:49.660 ,9128283H1,99-001,0-002,
2024-12-20 23:52:49.960 ,9128283H1,100-315,0-003,
2024-12-20 23:52:50.260 ,9128283L2,99-186,0-002,
2024-12-20 23:52:50.560 ,9128283L2,99-212,0-003,
2024-12-20 23:52:50.860 ,912828M80,100-263,0-003,
2024-12-20 23:52:51.160 ,9128283J7,99-291,0-00+,
2024-12-20 23:52:51.460 ,9128283J7,99-176,0-00+,
2024-12-20 23:52:51.760 ,9128283F5,100-31+,0-00+,
2024-12-20 23:52:52.060 ,912810RZ3,99-23+,0-003,
2024-12-20 23:52:52.360 ,912810RZ3,99-273,0-00+,
2024-12-21 00:12:07.613 ,9128283H1,99-001,0-002,
2024-12-21 00:12:07.913 ,9128283H1,100-246,0-00+,
2024-12-21 00:12:08.213 ,9128283L2,99-233,0-002,
2024-12-21 00:12:08.513 ,9128283L2,99-250,0-002,
2024-12-21 00:12:08.813 ,912828M80,100-290,0-003,
2024-12-21 00:12:09.113 ,9128283J7,99-301,0-002,
2024-12-21 00:12:09.413 ,9128283J7,99-140,0-00+,
2024-12-21 00:12:09.713 ,9128283F5,100-222,0-002,
2024-12-21 00:12:10.013 ,912810RZ3,99-297,0-003,
2024-12-21 00:12:10.313 ,912810RZ3,99-12+,0-00+,
2024-12-21 00:15:44.330 ,9128283H1,99-001,0-002,
2024-12-21 00:15:44.630 ,9128283H1,100-131,0-002,
2024-12-21 00:15:44.930 ,9128283L2,100-14+,0-002,
2024-12-21 00:15:45.230 ,912828M80,99-10+,0-002,
2024-12-21 00:15:45.530 ,912828M80,99-260,0-00+,
2024-12-21 00:15:45.830 ,9128283J7,100-306,0-00+,
2024-12-21 00:15:46.130 ,9128283F5,99-201,0-00+,
2024-12-21 00:15:46.430 ,9128283F5,99-220,0-002,
2024-12-21 00:15:46.730 ,912810RZ3,100-282,0-002,
2024-12-21 00:23:30.902,9128283H1,99-001,0-002,
2024-12-21 00:23:31.202,9128283H1,99-253,0-003,
2024-12-21 00:23:31.501,9128283H1,100-28+,0-00+,
2024-12-21 00:23:31.802,9128283H1,100-017,0-002,
2024-12-21 00:23:32.102,9128283H1,99-071,0-00+,
2024-12-21 00:23:32.402,9128283L2,99-222,0-00+,
2024-12-21 00:23:32.701,9128283L2,100-162,0-003,
2024-12-21 00:23:33.2,9128283L2,100-120,0-00+,
2024-12-21 00:23:33.301,9128283L2,99-12+,0-00+,
2024-12-21 00:23:33.601,912828M80,99-185,0-003,
2024-12-21 00:23:33.903,912828M80,100-14+,0-002,
2024-12-21 00:23:34.203,912828M80,100-187,0-003,
2024-12-21 00:23:34.503,912828M80,99-15+,0-00+,
2024-12-21 00:23:34.803,9128283J7,99-14+,0-003,
2024-12-21 00:23:35.103,9128283J7,100-180,0-00+,
2024-12-21 00:23:35.404,9128283J7,100-16+,0-00+,
2024-12-21 00:23:35.705,9128283J7,99-185,0-003,
2024-12-21 00:23:36.5,9128283F5,99-133,0-003,
2024-12-21 00:23:36.304,9128283F5,100-11+,0-002,
2024-12-21 00:23:36.605,9128283F5,100-13+,0-00+,
2024-12-21 00:23:36.904,9128283F5,99-072,0-00+,
2024-12-21 00:23:37.204,912810RZ3,100-053,0-003,
2024-12-21 00:23:37.505,912810RZ3,100-147,0-00+,
2024-12-21 00:23:37.805,912810RZ3,99-14+,0-002,
2024-12-21 00:23:56.406,9128283H1,99-001,0-002,
2024-12-21 00:23:56.706,9128283H1,99-266,0-00+,
2024-12-21 00:23:57.6,9128283H1,100-270,0-00+,
2024-12-21 00:23:57.306,9128283H1,100-077,0-002,
2024-12-21 00:23:57.607,9128283H1,99-111,0-003,
2024-12-21 00:23:57.906,9128283L2,99-15+,0-00+,
2024-12-21 00:23:58.207,9128283L2,100-15+,0-003,
2024-12-21 00:23:58.507,9128283L2,100-162,0-003,
2024-12-21 00:23:58.807,9128283L2,99-176,0-00+,
2024-12-21 00:23:59.106,912828M80,99-162,0-00+,
2024-12-21 00:23:59.406,912828M80,100-195,0-003,
2024-12-21 00:23:59.707,912828M80,100-072,0-003,
2024-12-21 00:24:00.6,912828M80,99-051,0-003,
2024-12-21 00:24:00.307,9128283J7,99-283,0-003,
2024-12-21 00:24:00.607,9128283J7,100-301,0-00+,
2024-12-21 00:24:00.907,9128283J7,100-00+,0-003,
2024-12-21 00:24:01.207,9128283J7,99-025,0-00+,
2024-12-21 00:24:01.507,9128283F5,100-030,0-00+,
2024-12-21 00:24:01.808,9128283F5,100-240,0-00+,
2024-12-21 00:24:02.108,9128283F5,99-190,0-002,
2024-12-21 00:24:02.408,912810RZ3,99-156,0-002,
2024-12-21 00:24:02.709,912810RZ3,100-127,0-003,
2024-12-21 00:24:03.9,912810RZ3,100-206,0-003,
2024-12-21 00:24:03.309,912810RZ3,99-212,0-003,
